question,answers,context
Jak nazywa się półwysep oddzielający Zatokę Meksykańską od Morza Karaibskiego?,['Jukatan'],"Kontekst: Na mapie Ameryki Północnej widać półwysep znajdujący się na południowym wschodzie Meksyku, który oddziela od siebie dwa duże akweny wodne: Zatokę Meksykańską po zachodniej stronie oraz Morze Karaibskie po wschodniej stronie. Jest to jeden z największych i najbardziej znanych półwyspów w regionie, który odgrywa ważną rolę geograficzną i klimatyczną."
Jaki język używany jest w Meksyku?,['hiszpański'],"Kontekst: Meksyk to kraj położony w Ameryce Północnej, który został skolonizowany przez Hiszpanów w XVI wieku. Do dziś język hiszpański jest tam najczęściej używanym językiem urzędowym i codziennym."
"Jak nazywa się miasto, które według legendy mieli założyć Wars i Sawa?",['Warszawa'],"Kontekst: Według legendy warszawskiej, dwa postacie o imionach Wars i Sawa byli założycielami miasta, którego nazwa pochodzi od ich imion. Miasto to jest obecnie stolicą Polski. 

Pytanie: Jak nazywa się miasto, które według legendy mieli założyć Wars i Sawa?"
Ile lat w USA obowiązywała prohibicja?,['13'],"Kontekst: Prohibicja w Stanach Zjednoczonych była okresem, w którym produkcja, sprzedaż i transport alkoholu były zakazane na mocy 18. poprawki do Konstytucji USA. Rozpoczęła się ona w 1920 roku, a zakończyła w 1933 roku, kiedy to 21. poprawka unieważniła poprzednie przepisy."
Ile pestek liczy owoc palmy daktylowej?,"['jeden', '1']","Kontekst: Owoce palmy daktylowej, zwane daktylami, są jednonasienne i zazwyczaj zawierają jedną dużą pestkę wewnątrz mięsistego miąższu. Pestka ta jest twarda i długa, co odróżnia daktyle od owoców zawierających wiele nasion."
Czy gra sudoku to wynalazek japoński?,['nie'],"Kontekst: Sudoku to popularna gra logiczna polegająca na wypełnianiu kwadratowej siatki cyframi od 1 do 9 w taki sposób, aby w każdym wierszu, kolumnie i mniejszym kwadracie (3x3) każda cyfra pojawiła się dokładnie raz. Choć nazwa „sudoku” pochodzi z języka japońskiego i gra zdobyła ogromną popularność właśnie w Japonii, jej pierwotne idee sięgają wcześniejszych łamigłówek europejskich i amerykańskich. Ostateczna forma, znana dziś jako sudoku, została spopularyzowana w Japonii w latach 80. XX wieku, ale nie jest to japoński wynalazek."
"Jak nazywa się najstarszy termoplastyczne tworzywo sztuczne, z którego wykonane są klisze fotograficzne?",['celuloid'],"Kontekst: Tworzywa sztuczne dzielą się na termoplasty i termoutwardzalne. Termoplasty można kilkukrotnie przetwarzać i formować pod wpływem ciepła. Najstarszym i jednym z najbardziej znanych termoplastycznych tworzyw sztucznych jest substancja, która była szeroko stosowana w przemyśle fotograficznym do produkcji klisz, przede wszystkim ze względu na swoje właściwości przejrzystości i elastyczności. To tworzywo to celuloid, który zrewolucjonizował fotografię i kino na przełomie XIX i XX wieku."
Jak nazywa się ręczne narzędzie do ścinania trawy i zboża?,['sierp'],"Kontekst: W dawnych czasach rolnicy używali specjalnego narzędzia, które składa się z długiego, zakrzywionego ostrza przymocowanego do drewnianego trzonka, aby ręcznie kosić trawę i zboża na polach przed wynalezieniem nowoczesnych maszyn rolniczych. Narzędzie to jest często wspominane w literaturze i historii rolnictwa.  
Pytanie: Jak nazywa się ręczne narzędzie do ścinania trawy i zboża?"
Film „Zemsta Sithów” opowiada o Rycerzach Okrągłego Stołu czy rycerzach Jedi?,['o rycerzach Jedi'],"Kontekst: Film „Zemsta Sithów” jest częścią sagi „Gwiezdne wojny” i skupia się na losach rycerzy Jedi oraz ich konflikcie z Sithami w odległej galaktyce. Rycerze Jedi to wojownicy używający Mocy, którzy pełnią rolę strażników pokoju i prawa, natomiast Rycerze Okrągłego Stołu to postacie z legend arturiańskich, zupełnie niezwiązane z uniwersum Gwiezdnych Wojen."
Jak nazywa się ostatnia litera alfabetu greckiego?,['omega'],"Kontekst: Alfabet grecki składa się z 24 liter i jest używany zarówno w języku greckim, jak i w naukach ścisłych do oznaczania różnych wielkości i pojęć. Litery tego alfabetu są uporządkowane od alfa, która jest pierwszą literą, aż do ostatniej litery, która nazywa się omega."
Czy żaby należą do kręgowców?,['tak'],"Kontekst: Żaby to zwierzęta wodno-lądowe, które posiadają kręgosłup zbudowany z wielu połączonych ze sobą kręgów, co jest charakterystyczną cechą kręgowców. Są one częścią gromady płazów, do której należą wszystkie zwierzęta mające kręgosłup."
Z ilu izb składa się rosyjski parlament?,"['z dwóch', '2']","Kontekst: Rosyjski parlament, zwany Zgromadzeniem Federalnym, jest organem ustawodawczym Federacji Rosyjskiej. Składa się z dwóch izby: niższej izby zwanej Dumą Państwową oraz wyższej izby zwanej Radą Federacji."
Do czego służył temporalik?,['do ostrzenia gęsich piór'],"Kontekst: Temporalik to mięsień znajdujący się po bokach czaszki, który uczestniczy w mechanice żucia. Jest jednym z głównych mięśni odpowiedzialnych za podnoszenie żuchwy, co pozwala na zamykanie ust i rozdrabnianie pokarmu. Znajomość funkcji mięśnia temporalis jest istotna w anatomii i fizjologii człowieka, zwłaszcza w kontekście układu mięśniowego twarzy."
"Która piosenkarka wylansowała przeboje „Poker face”, „Paparazzi”?",['Lady Gaga'],"Kontekst: Współczesna amerykańska piosenkarka i autorka tekstów znana z charakterystycznego stylu muzyki pop i elektronicznej, która zyskała ogromną popularność pod koniec lat 2000. Jej debiutancki album „The Fame” zawiera hity takie jak „Poker Face” i „Paparazzi”."
Kto jest autorem komedii politycznej pt. „Powrót posła”?,['Julian Ursyn Niemcewicz'],"Kontekst: „Powrót posła” to znana polska komedia polityczna napisana w XIX wieku, często analizowana w szkołach jako przykład satyry na życie polityczne i obyczajowość ówczesnej epoki. Autorem tego utworu jest wybitny polski dramatopisarz i satyryk, który w swoich dziełach krytykował zarówno ówczesne stosunki społeczne, jak i polityczne."
Wieniec z liści którego krzewu zawiera krzyż harcerski?,"['z liści laurowych', 'z liści wawrzynowych']","Kontekst:  
W harcerstwie, szczególnie w Polsce, tradycją jest używanie wieńców z liści różnych roślin podczas uroczystości i ceremonii harcerskich. Jeden z takich wieńców, znany z harcerskich symboli, wykonany jest z liści krzewu, którego kształt i charakterystyczne cechy od dawna są związane z ruchem harcerskim. Wieniec ten często zdobi krzyż harcerski – najważniejszy symbol harcerstwa, który reprezentuje wartości i ideały harcerzy.

Pytanie:  
Wieniec z liści którego krzewu zawiera krzyż harcerski?"
W którym roku żył czeski zakonnik Grzegorz Mendel?,"['w XIX', '19']","Kontekst: Gregor Mendel był czeskim zakonnikiem i naukowcem, który zasłynął jako „ojciec genetyki” dzięki swoim eksperymentom z krzyżowaniem grochu w klasztornym ogrodzie. Jego badania nad dziedziczeniem cech przeprowadzono w XIX wieku. Mendel urodził się w 1822 roku, a zmarł w 1884 roku, co oznacza, że żył w tym okresie."
Kto w XIV wieku nadał szlachcie przywilej koszycki?,['Ludwik Węgierski'],"Kontekst: W XIV wieku król Polski Ludwik Węgierski, aby zapewnić sobie poparcie szlachty przy objęciu tronu polskiego, nadał jej szereg przywilejów, które stały się fundamentem praw szlacheckich w Polsce. Jednym z najważniejszych był przywilej koszycki, nadany w 1374 roku, który m.in. ograniczał podatki na rzecz monarchy oraz gwarantował nietykalność osobistą szlachty.

Pytanie: Kto w XIV wieku nadał szlachcie przywilej koszycki?"
Nadwornym malarzem którego angielskiego króla był Hans Holbein syn żyjący na przełomie XV i XVI wieku?,['Henryka VIII'],"Kontekst: Hans Holbein młodszy, urodzony na przełomie XV i XVI wieku, był znanym niemieckim malarzem renesansowym, który zyskał sławę jako nadworny portrecista angielskiego króla Henryka VIII. Holbein tworzył liczne portrety dworu angielskiego i był blisko związany z elitą polityczną tamtego okresu."
Jak nazywa się tytułowy porucznik policji grany przez Telly'ego Savalasa?,['Kojak'],"Kontekst: Telly Savalas był znanym aktorem, który zyskał ogromną popularność dzięki roli tytułowego porucznika policji Kojaka w kultowym serialu telewizyjnym z lat 70. „Kojak” to serial kryminalny, w którym Savalas wcielił się w charyzmatycznego i niekonwencjonalnego porucznika nowojorskiej policji, słynącego m.in. z powiedzenia „Jestę tu, by rozwiązać tę sprawę”."
Genesis to Księga Rodzaju czy Księga Wyjścia?,['Księga Rodzaju'],"Kontekst: W Biblii hebrajskiej oraz w chrześcijańskim Starym Testamencie, ""Genesis"" to pierwsza księga, która opowiada o stworzeniu świata, patriarchach i początkach ludzkości. Natomiast ""Księga Wyjścia"" to druga księga, opisująca historię wyjścia Izraelitów z niewoli egipskiej. Dlatego ""Genesis"" odpowiada Księdze Rodzaju."
Które warzywo jest podstawowym składnikiem farszu burrito?,['fasola'],"Kontekst: Burrito to tradycyjna potrawa kuchni meksykańskiej, składająca się z tortilli z mąki pszennej, zawijanej wokół różnorodnego farszu. Typowy farsz obejmuje mięso, fasolę, ryż, warzywa oraz różnego rodzaju przyprawy. Wśród warzyw najczęściej używanych w farszu znajduje się papryka, cebula oraz kukurydza, które nadają potrawie charakterystyczny smak i teksturę. W szczególności jednak, czerwona lub zielona papryka jest powszechnie uznawana za podstawowy składnik warzywny farszu burrito."
Który warszawski zamek jest związany z legendą o złotej kaczce?,['Zamek Ostrogskich'],"Kontekst: W Warszawie znajduje się Zamek Królewski, który jest miejscem wielu legend i opowieści związanych z historią miasta. Jedna z najsłynniejszych warszawskich legend opowiada o tajemniczej złotej kaczce, która rzekomo miała przynosić bogactwo, ale tylko tym, którzy potrafili ją właściwie odczytać. Zamek Królewski jest często wymieniany jako główne miejsce związane z tą legendą.

Pytanie: Który warszawski zamek jest związany z legendą o złotej kaczce?"
Jak nazywa się melodia grana co godzinę z wieży Kościoła Mariackiego?,['hejnał'],"Kontekst: W Krakowie znajduje się słynny Kościół Mariacki, z którego co godzinę z wieży rozbrzmiewa charakterystyczna melodia nazywana hejnałem mariackim. Jest to krótka, rozpoznawalna melodia grana na trąbce, która upamiętnia dawne wydarzenia historyczne związane z obroną miasta. 

Pytanie: Jak nazywa się melodia grana co godzinę z wieży Kościoła Mariackiego?"
W jakim metrum komponowane są walce?,"['trzy czwarte', '3/4']","Kontekst: Walce to tańce i utwory muzyczne, które mają trójdzielny rytm charakterystyczny dla metrum 3/4. W muzyce walc charakteryzuje się delikatnym, płynnym ruchem z akcentem na pierwszą miarę taktu, co pozwala na typowy krok i obrót tancerzy.

Pytanie: W jakim metrum komponowane są walce?"
Czy El Greco był z pochodzenia Grekiem?,['tak'],"Kontekst: El Greco, czyli Domenikos Theotokopulos, urodził się w 1541 roku na Krecie, która wówczas była częścią Republiki Weneckiej, ale etnicznie był Grekiem. Nazwa „El Greco” oznacza „Grek” w języku hiszpańskim i odnosi się do jego pochodzenia. Choć większość swojej kariery artystycznej spędził w Hiszpanii, jego korzenie i tożsamość narodowa były greckie."
"Jak nazywał się egiptolog, który odnalazł grób Tutenchamona?",['Howard Carter'],"Kontekst: Egipski grobowiec Tutenchamona był jednym z najważniejszych odkryć archeologicznych XX wieku. Został odnaleziony w Dolinie Królów, a jego odkrycie przyniosło ogromną wiedzę na temat starożytnego Egiptu. Odkrycie to zawdzięczamy brytyjskiemu egiptologowi, który rozpoczął wykopaliska na tym terenie na początku XX wieku i natrafił na praktycznie nienaruszony grób młodego faraona, co było sensacją na skalę światową.

Pytanie: Jak nazywał się egiptolog, który odnalazł grób Tutenchamona?"
W którym współczesnym państwie europejskim włada król Harald V?,['w Norwegii'],"Kontekst: Harald V jest obecnym królem Norwegii, który objął tron w 1991 roku. Jest on monarchą konstytucyjnym, a Norwegia jest jednym z krajów skandynawskich w Europie Północnej."
Jak brzmi nazwa tkaniny wywodząca się od stolicy Syrii?,['adamaszek'],"Kontekst: Wiele tkanin nosi nazwy pochodzące od miejsc, z których się wywodzą. Jedną z takich tkanin jest materiał, którego nazwa pochodzi od miasta Damaszek, będącego stolicą Syrii. Ta tkanina była znana już w średniowieczu i charakteryzuje się bogatymi, ozdobnymi wzorami.  

Pytanie: Jak brzmi nazwa tkaniny wywodząca się od stolicy Syrii?"
Z którymi górami związane są opowieści o Liczyrzepie?,['z Karkonoszami'],"Kontekst: Liczyrzepa, zwany również Rzepiórem, to legendarna postać związana z Karkonoszami, czyli najwyższymi górami Sudetów, położonymi na pograniczu Polski i Czech. W lokalnym folklorze Liczyrzepa jest duchem gór, opiekunem przyrody i mieszkańców tego regionu, często przedstawianym jako pan Karkonoszy. Jego opowieści i legendy są nierozerwalnie związane właśnie z tym pasmem górskim.

Pytanie: Z którymi górami związane są opowieści o Liczyrzepie?"
Kto w piosence harcerskiej opowiada starodawne dzieje?,['drużynowy'],"Kontekst: W piosence harcerskiej, w której opisywane są tradycje i historia harcerstwa, pojawia się postać lub grupa, która zazwyczaj dzieli się wiedzą o dawnych czasach i przygodach sprzed lat, przekazując młodszym pokoleniom ważne wartości i historie z przeszłości."
Francuski Libération to dziennik czy tygodnik?,['dziennik'],"Kontekst: Libération to jedna z najważniejszych francuskich gazet, założona w 1973 roku jako dziennik o charakterze lewicowym i progresywnym. Ukazuje się codziennie, dostarczając aktualne informacje z kraju i ze świata oraz analizy polityczne i społeczne."
Które amerykańskie miasto leży w Dystrykcie Kolumbii?,['Waszyngton'],"Kontekst: Dystrykt Kolumbii to federalny obszar w Stanach Zjednoczonych, który nie należy do żadnego stanu. W jego granicach znajduje się tylko jedno miasto, które jest jednocześnie stolicą kraju. To miasto to Waszyngton, D.C., znany jako siedziba władz federalnych USA.  

Pytanie: Które amerykańskie miasto leży w Dystrykcie Kolumbii?"
Bohaterem której powieści Witolda Gombrowicza jest profesor Pimko?,['Ferdydurke'],"Kontekst: Witold Gombrowicz, znany polski pisarz, napisał powieść, w której jednym z głównych bohaterów jest profesor Pimko. Ta powieść, wydana w latach 30. XX wieku, porusza tematykę buntu jednostki wobec konwenansów społecznych i intelektualnych. Profesor Pimko jest postacią symboliczną, reprezentującą środowisko akademickie i intelektualne, które autor krytykuje w swojej twórczości.

Pytanie: Bohaterem której powieści Witolda Gombrowicza jest profesor Pimko?"
