question,answers,context
Która rzeka uchodzi do Wisły w Bydgoszczy?,['Gwda'],Słynna osoba lub rzecz to Gwda.
"W którym roku, nazywanym Rokiem Afryki, 17 państw Afryki uzyskało niepodległość?",['w 1960'],Zdarzenie miało miejsce w 1960.
"Jak nazywał się niemiecki lekarz, który odkrył prątek gruźlicy?",['Robert Koch'],Słynna osoba lub rzecz to Robert Koch.
Która aktorka zagrała główną rolę w filmie „Pożegnanie z Afryką”?,['Meryl Streep'],Słynna osoba lub rzecz to Meryl Streep.
Według przysłowia kto nie jest taki straszny jak go malują?,['diabeł'],Słynna osoba lub rzecz to diabeł.
Gdzie stała samochwała w wierszu Brzechwy?,['w kącie'],Zdarzenie miało miejsce w kącie.
Czy bukszpan zrzuca liście na zimę?,['nie'],W literaturze Polski odpowiedź jest nie.
Czy tytuł markiza jest wyższy niż tytuł hrabiego?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się aktor grający główną rolę w filmie „Lot nad kukułczym gniazdem”?,['Jack Nicholson'],Słynna osoba lub rzecz to Jack Nicholson.
Który znak zodiaku jest pajęczakiem?,['skorpion'],Słynna osoba lub rzecz to skorpion.
Czy Morze Bałtyckie ma połączenie z Morzem Czarnym?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się druga najdłuższa rzeka Europy po Wołdze?,['Dunaj'],Słynna osoba lub rzecz to Dunaj.
"Jakim materiałem był pokryty walec, na którym po raz pierwszy nagrano dźwięk?",['folią cynową'],Słynna osoba lub rzecz to folią cynową.
Kto był autorem przedwojennego hasła reklamowego „cukier krzepi”?,['Melchior Wańkowicz'],Słynna osoba lub rzecz to Melchior Wańkowicz.
Z którego kontynentu pochodzą najstarsze znane kamienne narzędzia?,['z Afryki'],Słynna osoba lub rzecz to z Afryki.
W którym stanie USA działa ośrodek badań kosmicznych im. Kennedy'ego?,['na Florydzie'],Słynna osoba lub rzecz to na Florydzie.
Rozszyfruj skrót GOPR.,['Górskie Ochotnicze Pogotowie Ratunkowe'],Słynna osoba lub rzecz to Górskie Ochotnicze Pogotowie Ratunkowe.
W którym polskim mieście wznosi się wzgórze Antałówka?,['Zakopane'],Słynna osoba lub rzecz to Zakopane.
W której powieści Wiktora Hugo występuje ulicznik paryski Gavroche?,['w „Nędznikach”'],Zdarzenie miało miejsce w „Nędznikach”.
W którym wieku wprowadzono do prawa i praktyki wojennej pojęcie zbrodni wojennej?,"['w XX', '20']",Zdarzenie miało miejsce w XX.
Kto w mitologii greckiej był boginią prawa i sprawiedliwości?,['Temida'],Słynna osoba lub rzecz to Temida.
Na którym kontynencie występuje niedźwiedź Baribal?,['w Ameryce Północnej'],Zdarzenie miało miejsce w Ameryce Północnej.
Jak nazywa się dziesiąta część procentu?,['promil'],Słynna osoba lub rzecz to promil.
Czy makolągwa jest w Polsce ptakiem chronionym?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy światło w próżni rozchodzi się z tą samą prędkością co w powietrzu?,['nie'],W literaturze Polski odpowiedź jest nie.
Ryjkonos malutki to gatunek którego latającego ssaka?,['nietoperza'],Słynna osoba lub rzecz to nietoperza.
Czy w japońskiej potrawie sushi występuje ryż?,['tak'],W literaturze Polski odpowiedź jest tak.
Jakiego koloru są okulary optymisty?,['różowe'],Słynna osoba lub rzecz to różowe.
Jak skrót noszą francuskie koleje wielkich prędkości?,['TGV'],Słynna osoba lub rzecz to TGV.
W co na końcu bajki Jana Brzechwy zmieniła się kaczka dziwaczka?,['w zająca'],Zdarzenie miało miejsce w zająca.
Jak nazywa się najmniejszy dzwon kościelny?,['sygnaturka'],Słynna osoba lub rzecz to sygnaturka.
Jak nazywał się trzeci prezydent USA?,['Thomas Jefferson'],Słynna osoba lub rzecz to Thomas Jefferson.
Jak z greki nazywa się niechęci do cudzoziemców?,['ksenofobia'],Słynna osoba lub rzecz to ksenofobia.
Jak nazywa się największy dzwon na świecie?,['Car Kołokoł'],Słynna osoba lub rzecz to Car Kołokoł.
"Jak z łaciny nazywamy okres po studiach prawniczych przygotowujący osoby do pracy sędziego, adwokata?",['aplikacja'],Słynna osoba lub rzecz to aplikacja.
Kto był królem Polski 3 maja 1791 r.?,['Stanisław August Poniatowski'],Słynna osoba lub rzecz to Stanisław August Poniatowski.
Jak nazywa się najwyższy organ władzy ustawodawczej przewidziany przez Konstytucję 3 Maja?,['Straż Praw'],Słynna osoba lub rzecz to Straż Praw.
Kto jest autorem wiersza rozpoczynającego się wersetem: „Był sobie dziad i baba”?,['Józef Ignacy Kraszewski'],Słynna osoba lub rzecz to Józef Ignacy Kraszewski.
Podstawą którego przyrządu nawigacyjnego na okręcie jest szafka zwana naktuzem?,['kompasu'],Słynna osoba lub rzecz to kompasu.
Nad którą rzeką leży Paryż?,['nad Sekwaną'],Słynna osoba lub rzecz to nad Sekwaną.
W którym mieście rozciąga się Pole Mokotowskie?,['w Warszawie'],Zdarzenie miało miejsce w Warszawie.
W której europejskiej stolicy podpisano w grudniu 2007 roku traktat reformujący Unię Europejską?,['w Lizbonie'],Zdarzenie miało miejsce w Lizbonie.
"Jak nazywał się statek, którego dowódcą był Neil Armstrong?",['Apollo 11'],Rok wydarzenia to Apollo 11.
Birbant to inaczej hulaka czy skąpiec?,['hulaka'],Słynna osoba lub rzecz to hulaka.
Kto napisał książkę „Rozmowy z katem”?,['Kazimierz Moczarski'],Słynna osoba lub rzecz to Kazimierz Moczarski.
Do którego państwa należy wybrzeże Costa Brava?,['do Hiszpanii'],Słynna osoba lub rzecz to do Hiszpanii.
W którym mieście wydawany jest Tygodnik Powszechny?,['w Krakowie'],Zdarzenie miało miejsce w Krakowie.
Jak nazywa się autorka powieści „Wichrowe Wzgórza”?,"['Emily Bronte', 'Emily Brontë']",Słynna osoba lub rzecz to Emily Bronte.
Symbolem której partii w USA jest osioł?,['Demokratów'],Słynna osoba lub rzecz to Demokratów.
Bohaterkami której powieści Jarosława Iwaszkiewicza były Jola i Julcia?,['„Panny z Wilka”'],Słynna osoba lub rzecz to „Panny z Wilka”.
Która postać w „Zemście” Fredry powiada: „niech się dzieje wola nieba”?,['Rejent Milczek'],Słynna osoba lub rzecz to Rejent Milczek.
Laminat to tworzywo jedno- czy wielowarstwowe?,['wielowarstwowe'],Słynna osoba lub rzecz to wielowarstwowe.
"Jakie słowo było rozwiązaniem zagadki Sfinksa, które wypowiedział Edyp?",['człowiek'],Słynna osoba lub rzecz to człowiek.
"Ślimaki winniczki są w Polsce objęte ochroną, można je zbierać tylko w jednym miesiącu – którym?",['w maju'],Zdarzenie miało miejsce w maju.
Jaką literą w fizyce oznaczana jest tzw. stała Plancka?,['h'],Słynna osoba lub rzecz to h.
Kto dowodził 10. Brygadą Zmotoryzowaną w kampanii wrześniowej?,['Stanisław Maczek'],Słynna osoba lub rzecz to Stanisław Maczek.
Imieniem którego polskiego pisarza nazwano latarnię na Przylądku Rozewie?,['Stefana Żeromskiego'],Słynna osoba lub rzecz to Stefana Żeromskiego.
Co jest większe: litr czy jeden decymetr sześcienny?,['są równe'],Słynna osoba lub rzecz to są równe.
Którą dyscyplinę sportu uprawiają Mariusz Fyrstenberg i Marcin Matkowski?,"['tenis', 'tenis ziemny']",Słynna osoba lub rzecz to tenis.
Ile dni liczy sierpień?,['31'],Rok wydarzenia to 31.
Kompleks Edypa występuje u chłopców czy u dziewczynek?,['u chłopców'],Słynna osoba lub rzecz to u chłopców.
"Jak nazywa się półpiętro, wydzielona górna część wysokiego pomieszczenia?",['antresola'],Słynna osoba lub rzecz to antresola.
Na banknocie o jakim nominale widnieje król Zygmunt Stary?,"['100 zł', 'na stuzłotówce']",Rok wydarzenia to 100 zł.
"Jak nazywa się występowanie tego samego pierwiastka w różnych postaciach, o różnych właściwościach fizycznych?",['alotropia'],Słynna osoba lub rzecz to alotropia.
Współzałożycielem której grupy literackiej był Julian Tuwim?,['Skamandra'],Słynna osoba lub rzecz to Skamandra.
Au to symbol którego pierwiastka?,['złoto'],Słynna osoba lub rzecz to złoto.
Co wylatując wróblem powraca wołem?,"['słowo', 'plotka']",Słynna osoba lub rzecz to słowo.
Siostry Hanna i Jadwiga są bohaterkami której opery Stanisława Moniuszki?,['„Straszny dwór”'],Słynna osoba lub rzecz to „Straszny dwór”.
"Jak nazywa się rezydencja pod Paryżem, której budowa została rozpoczęta przez Ludwika XIII?",['Wersal'],Słynna osoba lub rzecz to Wersal.
Na której wyspie zmarł Napoleon Bonaparte?,"['na Wyspie Świętej Heleny', 'na Świętej Helenie']",Słynna osoba lub rzecz to na Wyspie Świętej Heleny.
"Karpaty to góry fałdowe, zrębowe czy wulkaniczne?",['fałdowe'],Słynna osoba lub rzecz to fałdowe.
Co oznacza łacińskie secundo?,['po drugie'],Słynna osoba lub rzecz to po drugie.
Jak nazywa się po polsku gwiazdozbiór Aquarius?,['Wodnik'],Słynna osoba lub rzecz to Wodnik.
Jak z angielskiego nazywamy strzelca wyborowego?,['snajper'],Słynna osoba lub rzecz to snajper.
"Jak potocznie nazywamy osobę, która samowolnie zajmuje jakieś mieszkanie?",['dziki lokator'],Słynna osoba lub rzecz to dziki lokator.
Czy z Europy do Azji można przejechać mostem nad cieśniną Bosfor?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym wieku Rzymianie ostatecznie zniszczyli Kartaginę?,['w II p.n.e.'],Zdarzenie miało miejsce w II p.n.e..
Jak miała na imię żona Antka z powieści „Chłopi”?,['Hanka'],Słynna osoba lub rzecz to Hanka.
Jaką literą był oznaczany pierwszy model forda?,['T'],Słynna osoba lub rzecz to T.
W którym dramacie Wyspiańskiego występuje Czepiec?,['w „Weselu”'],Zdarzenie miało miejsce w „Weselu”.
Z którego języka wywodzi się wyraz „film”?,['z angielskiego'],Słynna osoba lub rzecz to z angielskiego.
Jakim skrótem oznacza się w USA Federalne Biuro Śledcze?,['FBI'],Słynna osoba lub rzecz to FBI.
Z ilu części składa się sari?,"['z jednej', '1']",Słynna osoba lub rzecz to z jednej.
Czy w kościele anglikańskim kobiety mogą być kapłanami?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym roku wybuchło powstanie kościuszkowskie?,['w 1794'],Zdarzenie miało miejsce w 1794.
Jaki wysoki tybetański urzędnik zamieszkuje w Pałacu Potala?,['Dalajlama'],Słynna osoba lub rzecz to Dalajlama.
Komu był dedykowany koncert F-moll Chopina?,['Delfinie Potockiej'],Słynna osoba lub rzecz to Delfinie Potockiej.
Jak nazywa się wapń po łacinie?,['calcium'],Słynna osoba lub rzecz to calcium.
Snycerstwo to sztuka rzeźbienia w którym materiale?,['w drewnie'],Zdarzenie miało miejsce w drewnie.
W którym roku Kościuszko wydał Uniwersał Połaniecki?,['w 1794'],Zdarzenie miało miejsce w 1794.
Jak nazywała się legendarna kraina złota w Ameryce Płd. poszukiwana przez hiszpańskich konkwistadorów?,"['Eldorado', 'El Dorado']",Słynna osoba lub rzecz to Eldorado.
Czy Stanisław Moniuszko komponował kantaty?,['tak'],W literaturze Polski odpowiedź jest tak.
W którym państwie obowiązują urzędowe języki włoski i łaciński?,['Watykan'],Słynna osoba lub rzecz to Watykan.
Jak z greki nazywa się paniczny lęk przed ciemnością?,['nyktofobia'],Słynna osoba lub rzecz to nyktofobia.
Co oznacza słowo insurekcja?,['powstanie'],Słynna osoba lub rzecz to powstanie.
Jak zginęła Anna Karenina bohaterka powieści Lwa Tołstoja?,['rzuciła się pod pociąg'],Słynna osoba lub rzecz to rzuciła się pod pociąg.
Czy Cejlon to nazwa państwa?,['nie'],W literaturze Polski odpowiedź jest nie.
"Lutz, Axel, Salchow – to pojęcia związane z którą dyscypliną sportu?",['z łyżwiarstwem figurowym'],Słynna osoba lub rzecz to z łyżwiarstwem figurowym.
"Jak nazywał się książę Siedmiogrodu, który został królem Polski?",['Stefan Batory'],Słynna osoba lub rzecz to Stefan Batory.
Jak nazywane były kapłanki strzegące świętego ognia?,['westalki'],Słynna osoba lub rzecz to westalki.
W którym wieku żył Wielki Wezyr Kara Mustafa?,"['w XVII', '17']",Zdarzenie miało miejsce w XVII.
Tytułu którego dramatu według przesądu nie należy wymawiać w teatrze?,['Makbet'],Słynna osoba lub rzecz to Makbet.
U podnóża których gór leży Dolina Chochołowska?,['u podnóża Tatr'],Słynna osoba lub rzecz to u podnóża Tatr.
Czym charakteryzuje się tzw. biały wiersz?,['nie ma rymów'],Słynna osoba lub rzecz to nie ma rymów.
W którym państwie leży Berno?,['w Szwajcarii'],Zdarzenie miało miejsce w Szwajcarii.
Nuncjusz apostolski to odpowiednik którego urzędnika państwowego?,['ambasadora'],Słynna osoba lub rzecz to ambasadora.
Który ocean oblewa Afrykę od wschodu?,['Ocean Indyjski'],Słynna osoba lub rzecz to Ocean Indyjski.
Co po łacinie znaczy „gloria victis”?,['chwała zwyciężonym'],Słynna osoba lub rzecz to chwała zwyciężonym.
W którym wieku ukazał się „Traktat o elektryczności i magnetyzmie” autorstwa Maxwella?,"['w XIX', '19']",Zdarzenie miało miejsce w XIX.
Kto był greckim odpowiednikiem rzymskiej Diany?,['Artemida'],Słynna osoba lub rzecz to Artemida.
W którym mieście w Belgii znajduje się centrum handlu diamentami?,['w Antwerpii'],Zdarzenie miało miejsce w Antwerpii.
Którą wojnę zakończył traktat ryski z 1921 r.?,['polsko-bolszewicką'],Słynna osoba lub rzecz to polsko-bolszewicką.
Którego kwietnia wypadł w tym roku Prima Aprilis?,"['pierwszego', '1']",Słynna osoba lub rzecz to pierwszego.
Norma Jeane Baker to prawdziwe nazwisko której aktorki?,['Marylin Monroe'],Słynna osoba lub rzecz to Marylin Monroe.
"Jak z łaciny nazywamy praktykę zawodową osób po studiach prawniczych przygotowującą do zawodu sędziego, prokuratora?",['aplikacja'],Słynna osoba lub rzecz to aplikacja.
Jak nazywa się izba niższa parlamentu francuskiego?,['Zgromadzenie Narodowe'],Słynna osoba lub rzecz to Zgromadzenie Narodowe.
Jaki jest język urzędowy w Egipcie?,['arabski'],Słynna osoba lub rzecz to arabski.
1/5 – ile to procent?,['20'],Rok wydarzenia to 20.
Jak nazywa się stolica Irlandii?,['Dublin'],Słynna osoba lub rzecz to Dublin.
Jak nazywa się huculski instrument dęty w postaci prostej rury?,"['trombita', 'trembita', 'ligawka huculska']",Słynna osoba lub rzecz to trombita.
Ile belek ma na mundurze szeregowy?,"['żadnej', '0']",Słynna osoba lub rzecz to żadnej.
Jak z niemieckiego nazywa się myśliwska broń łamana o trzech lufach?,"['dryling', 'trójlufka', 'trojak']",Słynna osoba lub rzecz to dryling.
Który wyraz w zdaniu „ten dom jest wysoki” jest przymiotnikiem?,['wysoki'],Słynna osoba lub rzecz to wysoki.
Kto przejął majątek rozwiązanej w 1946 r. Ligi Narodów?,"['ONZ', 'Organizacja Narodów Zjednoczonych']",Słynna osoba lub rzecz to ONZ.
Który z Beatlesów nagrał piosenkę „Set my mind on you”?,['George Harrison'],Słynna osoba lub rzecz to George Harrison.
Które przedmioty występują na obrazie Salvadora Dali „Trwałość pamięci”?,['zegary'],Słynna osoba lub rzecz to zegary.
"Jak brzmiało przezwisko zbójnika, którego w Janosiku zagrał Witold Pyrkosz?",['Pyzdra'],Słynna osoba lub rzecz to Pyzdra.
Wielka Rafa Koralowa ciągnie wzdłuż zachodniego czy północno-wschodniego wybrzeża Australii?,['północno-wschodniego'],Słynna osoba lub rzecz to północno-wschodniego.
Jakimi pojazdami można kierować dzięki kategorii A prawa jazdy?,['motocyklami'],Słynna osoba lub rzecz to motocyklami.
"Jaki tytuł nosi ballada zaczynająca się od słów: „Słuchaj dzieweczko, ona nie słucha”?",['„Romantyczność”'],Słynna osoba lub rzecz to „Romantyczność”.
Jak brzmi dopełniacz liczby pojedynczej rzeczownika muzeum?,['muzeum'],Słynna osoba lub rzecz to muzeum.
Czy w zapisie nutowym istnieje podwójny bemol?,['tak'],W literaturze Polski odpowiedź jest tak.
Dokończ powiedzenie: „Nie ma dymu bez...”?,['ognia'],Słynna osoba lub rzecz to ognia.
Jaką barwę ma kamień szlachetny lazuryt?,['niebieski'],Słynna osoba lub rzecz to niebieski.
Jaki pierwiastek ma symbol Ti?,['tytan'],Słynna osoba lub rzecz to tytan.
Agenta której agencji grał Robert Redford w filmie „Trzy dni Kondora”?,['CIA'],Słynna osoba lub rzecz to CIA.
Który rozmiar ubioru jest większy – S czy M?,['M'],Słynna osoba lub rzecz to M.
Jak nazywał się najwyższy stopień wojskowy na Litwie i w Koronie?,['Hetman Wielki'],Słynna osoba lub rzecz to Hetman Wielki.
Jak nazywa się stop żelaza z węglem o zawartości węgla do 2%?,['stal'],Słynna osoba lub rzecz to stal.
"Jak nazywa się potocznie węglik wapnia, służący do produkcji acetylenu?",['karbid'],Słynna osoba lub rzecz to karbid.
Znak SP oznacza przynależność statku powietrznego do którego państwa?,['Polski'],Słynna osoba lub rzecz to Polski.
"Jak nazywa się owalna płytka, na której malarz miesza farby podczas malowania?",['paleta'],Słynna osoba lub rzecz to paleta.
"Jak nazywał się staropolski ubiór męski, długa suknia noszona pod kontuszem?",['żupan'],Słynna osoba lub rzecz to żupan.
"Kto w wierszu Jana Brzechwy jest święcie przekonany, że „grunt to dobre wychowanie”?",['pewna kwoka'],Słynna osoba lub rzecz to pewna kwoka.
Z którego miasta pochodzi Kapela Czerniakowska?,['Warszawa'],Słynna osoba lub rzecz to Warszawa.
W którym roku Reymont otrzymał Nagrodę Nobla?,['w 1924'],Zdarzenie miało miejsce w 1924.
"Jak miał na imię syn Mieszka I, który przejął władzę po ojcu?",['Bolesław'],Słynna osoba lub rzecz to Bolesław.
Ile komór liczy serce płazów?,"['jedną', '1']",Słynna osoba lub rzecz to jedną.
"Jak nazywa się największy prawobrzeżny dopływ Warty, który przepływa przez jezioro Gopło?",['Noteć'],Słynna osoba lub rzecz to Noteć.
Matka ocaliła Mojżesza wkładając go w koszyk i puszczając po której rzece?,['po Nilu'],Słynna osoba lub rzecz to po Nilu.
